0.845915202,0.123028391
0.092696629,0.687861272
0.739257813,0.613772455
0.248798077,0.077205882
0.963616318,0.043333333
0.477683957,0.45620438
0.230088496,0.288590604
0.762513312,0.13592233
0.896073903,0.957746479
0.982278481,0.073076923
0.097560976,0.962825279
0.381953028,0.609022556
0.716016151,0.155737705
0.008695652,0.689393939
0.110344828,0.153846154
0.147945205,0.520661157
0.204603581,0.113636364
0.304225352,0.655462185
0.121588089,0.141791045
0.205479452,0.295918367
0.546875,0.133858268
0.914414414,0.068965517
0.53271028,0.395683453
0.7890625,0.523809524
0.036764706,0.701492537
0.927734375,0.222222222
0.014644351,0.540372671
0.030259366,0.495614035
0.976595745,0.75974026
0.415860735,0.176470588
0.727891156,0.608247423
0.620418848,0.171875
0.046403712,0.413793103
0.229508197,0.2
0.096359743,0.071895425
0.121212121,0.425287356
0.06200318,0.279411765
0.797601199,0.597285068
0.288659794,0.584210526
0.2039801,0.781094527
